lieu_naissance
http://www.wikidata.org/entity/Q176
http://www.wikidata.org/entity/Q75596
http://www.wikidata.org/entity/Q84127
http://www.wikidata.org/entity/Q139497
http://www.wikidata.org/entity/Q141748
http://www.wikidata.org/entity/Q141810
http://www.wikidata.org/entity/Q3040
http://www.wikidata.org/entity/Q2304022
http://www.wikidata.org/entity/Q2822230
http://www.wikidata.org/entity/Q2864904
http://www.wikidata.org/entity/Q2875916
http://www.wikidata.org/entity/Q764294
http://www.wikidata.org/entity/Q809729
http://www.wikidata.org/entity/Q927561
http://www.wikidata.org/entity/Q931679
http://www.wikidata.org/entity/Q1122368
http://www.wikidata.org/entity/Q1124109
http://www.wikidata.org/entity/Q1348763
http://www.wikidata.org/entity/Q1607741
http://www.wikidata.org/entity/Q1760736
http://www.wikidata.org/entity/Q151559
http://www.wikidata.org/entity/Q222948
http://www.wikidata.org/entity/Q321529
http://www.wikidata.org/entity/Q510572
http://www.wikidata.org/entity/Q600540
http://www.wikidata.org/entity/Q615914
http://www.wikidata.org/entity/Q656150
http://www.wikidata.org/entity/Q692825
http://www.wikidata.org/entity/Q728139
http://www.wikidata.org/entity/Q7041208
http://www.wikidata.org/entity/Q7400672
http://www.wikidata.org/entity/Q7876357
http://www.wikidata.org/entity/Q14228338
http://www.wikidata.org/entity/Q14875525
http://www.wikidata.org/entity/Q16674321
http://www.wikidata.org/entity/Q2963419
http://www.wikidata.org/entity/Q2964413
http://www.wikidata.org/entity/Q2991275
http://www.wikidata.org/entity/Q2991280
http://www.wikidata.org/entity/Q2991331
http://www.wikidata.org/entity/Q2991392
http://www.wikidata.org/entity/Q2991393
http://www.wikidata.org/entity/Q2991426
http://www.wikidata.org/entity/Q3036984
http://www.wikidata.org/entity/Q3094346
http://www.wikidata.org/entity/Q3095559
http://www.wikidata.org/entity/Q3098861
http://www.wikidata.org/entity/Q3117046
http://www.wikidata.org/entity/Q3138926
http://www.wikidata.org/entity/Q3183626
http://www.wikidata.org/entity/Q3192484
http://www.wikidata.org/entity/Q3201109
http://www.wikidata.org/entity/Q3212385
http://www.wikidata.org/entity/Q3214650
http://www.wikidata.org/entity/Q3214662
http://www.wikidata.org/entity/Q3297801
http://www.wikidata.org/entity/Q3462374
http://www.wikidata.org/entity/Q3462551
http://www.wikidata.org/entity/Q3462578
http://www.wikidata.org/entity/Q3462589
http://www.wikidata.org/entity/Q3463340
http://www.wikidata.org/entity/Q3555065
http://www.wikidata.org/entity/Q3576020
http://www.wikidata.org/entity/Q22639217
http://www.wikidata.org/entity/Q22653750
http://www.wikidata.org/entity/Q111708988
http://www.wikidata.org/entity/Q111967079
http://www.wikidata.org/entity/Q24847894
http://www.wikidata.org/entity/Q27691936
http://www.wikidata.org/entity/Q61021380
http://www.wikidata.org/entity/Q114746315
http://www.wikidata.org/entity/Q113316483
http://www.wikidata.org/entity/Q113371056
http://www.wikidata.org/entity/Q113371057
http://www.wikidata.org/entity/Q292060
http://www.wikidata.org/entity/Q2964407
